County,Category,Skilled_Construction_Worker,Status_of_Accreditation,Year_Accredited,Site_Supervisor,Class,Year_Accreditated_SS,Unacrredited,Number_applied,Gender,Age,Education,Other_Education,Q4,Q4_Others,Q5a,Q5b,Q5c,Q5cOthers,Q6,Q7a,Q7b,Q7c,Q8,Q8_Specify,Q9,Q9other,Q10,Q11,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q12m,Q12n,Q12o,Q12p,Q12q,Q12r,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q13k,Q13l,Q13m,Q13n,Q13o,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q14n,Q15,Q16,Q17,Q18,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1,FAC6_1,FAC7_1,FAC8_1,FAC9_1,FAC10_1,X1_Awareness,X2_Training,X3_Financial,X4_Process,X5_Recognition_and_Value,X6_Support_System,X7_Stakeholder_committement,X8_Nature_of_Work,X9Legal_and_Institutional,X10_Devolved_Registration,X11Wages,Likelihood,Accreditation_Status,Probability,accreditation_status_2
MOMBASA,1,1,0, , , , ,2, ,1,2,1, ,5, ,Steel Fixer,2,1, ,1,1,1, ,2, ,4, ,6,7,1,1,1,1,6,1,1,1,6,6,6,6,1,4,4,4,4,4,4,5,6,4,4,4,5,5,1,1,4,1,1,4,4,4,4,4,1,1,4,1,4,7,4,6,6,4,4,No,Not aware of the benefits,More sensitisation,N/A,-.313220531946025,-.569032170931496,-1.39098180389302,-.276339085222922,1.10173395683414,.550128695013115,-1.34209166109409,1.79949030668304,-1.05786783208581,-1.11504875987368,2,2.25,4.75,4,4.6,3.33333333333333,2.5,4,2.2,5.5,5,1,0,1,1
MOMBASA,1,1,0, , , , ,2, ,1,3,1, ,6, ,Steel Fixer,2,1, ,1,2,2, ,2, ,3, ,2,7,1,1,1,1,7,1,1,1,6,6,6,1,4,4,4,4,4,4,4,5,6,4,4,4,5,5,1,1,4,1,1,1,1,4,4,1,1,3,1,1,3,7,4,5,6,6,6,No,Am not aware of the benefits,More sensitisation, ,-.75217051439817,-.508335759445797,-1.85663999563343,-.638602495768336,1.54686740834598,.486487236454614,-1.62991800533177,2.21155240394877,-1.11435999545336,-.516761462734943,2.2,2.25,4.25,4,4.6,3.33333333333333,1,3,1.8,5.5,5.75,1,0,1,1
MOMBASA,1,1,0, , , , ,2, ,1,4,0, ,0, ,Mason,2,1, ,5,2, , ,2, ,2, ,2,4,1,1,1,1,4,1,1,1,5,5,5,1,1,4,4,4,4,4,4,4,4,4,4,4,6,6,1,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,7,7,1,4,N/A,Lack of onformation,Increased enforcement by NCA, ,-.214257326473525,-.831297018587899,-.71195171964499,-.366237360624501,.745302506880379,-.175477363114768,-1.39308436171386,1.28761950251654,-.440893153246597,-1.47263276372011,1.6,2,3,4,4,3.16666666666667,2.5,4,3.4,2.5,4.75,99,0,.571428571428571,1
MOMBASA,1,1,0, , , , ,2, ,1,2,2, ,6, ,"Steel Fixer, Foreman",2,1, ,1,1,1,T,2, ,2, ,6,7,1,7,2,4,1,5,6,7,7,1,5, ,4,7,7,7,5,7,7,5,6,2,5,7,6,3,1,4,1,7,5,7,7,7,2,7,1,7,7,4,3,7,2,7, ,3,7,"Yes, because they give the youth o",Lack of job opportunities and,Through encouraging the youth to apply t,They should give the youth more oppo,-.201134323528851,.0168777613917737,.394518280034661,1.499306848246,.400998737079827,-1.84404381585381,2.051112366189,.204398347768587,-2.22982362438116,.265437665607029,3,6.25,3.33333333333333,6.6,5,3.66666666666667,6.5,5.33333333333333,4.4,4.5,5.66666666666667,1,0,1,1
MOMBASA,1,1,0, , , , ,1,1,1,3,2, ,1, ,Steel Fixer,1,1, ,2,2,2, ,2, ,2, ,2,7,7,7,4,7,7,1,7,7,4,7,7,1,1,7,7,7,7,1, ,7,7,6,7,6,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,"Yes, gives the construction worker",Most construction workers hae,Put more efforts on encouraging the yout, ,.733315416454173,.898547858968065,2.12711468351769,-.613221428630337,.794649705039389,-.500139838576057,-.29438036239685,-.58289191045488,.0240792973700017,1.11367374877236,6.4,4.75,4,5.8,6.75,5.83333333333333,7,7,7,7,6.25,1,1,1,1
MOMBASA,1,3,1,2019, , , , , ,1,2,2, ,7, ,Carpenter,2,1, ,2,2, , ,2, ,1, ,2,5,5,5,7,2,2,7,7,7,5,7,5,7,7,5,7,5,7,7,5,5,3,3,3,6,3,3,5,2,2,5,5,2,2,3,5,5,3,5,5,6,3,5,5,5,5,5,3,The card is demanded when seeking,Financial barrier, , ,-.695264150359622,.150788641118373,-1.77358738748712,1.87414242399965,-.181630477591541,1.41289366658388,1.26427409403601,-.926592901387129,-.758169188222842,.62528120259529,4.2,6.5,6.5,6.2,3.8,3.5,3.5,4.33333333333333,4.4,5,4.5,1, ,.714285714285714,0
MOMBASA,1,1,0, , , , ,1,1,1,2,2, ,3, ,Steel Fixer,2,1, ,1,2,2, ,2, ,2, ,2,5,1, , , , , , , , , , , , , , , , , ,7,1,5,2, ,2,5,5, ,5,2,5, ,5,2,7,2,2,2,2,4,4,4,4,4, ,4, ,4,It is important, ,To be cormercially covered, ,-.736954533103513,-1.0078317849535,.145034583455518,.349065132012,.256132680033719,.00218304750048606,.474763474324264,-.391408103465855,.283973318030398,-.417299227356536,1, , , ,3.75,3.8,4,3.66666666666667,3.2,4,4,1,1,.714285714285714,1
MOMBASA,1,1,0, , , , ,2, ,1,3,2, ,6, ,Steel Fixer,1,1, ,2,2, , ,2, ,2, ,2,7,7,7,7,7,7,7,2,7,7,7,5,5,5,7,7,7,7,7,7,7,7,5,7,5,7,7,7,5,5,5,5,5,7,7,7,7,7,5,7,5,7,5,7,5,5,7,7,"Yes, because it helps one get job",High cost of application and,"Make the proccessing free of charges, ma",Should help incase of injury at work,.784205218312053,-.0550278325647751,-.113248057864057,1.02770379978718,.69479338471799,.287687924494395,-.440056121936127,.71877167039204,1.39414084489143,.32731082566016,7,5.75,5.5,7,6.6,6,5.5,7,6.2,6,6,1,0,1,1
MOMBASA,1,1,0, , , , ,1,1,1,4,4, ,6, ,Carpenter,1,1, ,2,2,2, ,2, ,2, ,3,7,5,6,3,3,5,3,6,4,4,4,4,2,2,3,4,3,3,2,4,3,4,4,3,3,3,3,2,3,4,4,4,4,3,4,4,5,4,4,3,3,4,4,3,3,2,3,3,"Yes, to improve quality and skill",Accessibility and cost,Reduce cost and provide accessibility,No,-.0385535411060363,-.931373824028641,.250103872224539,-.760690927126962,-.32251068962046,-.182128648082181,-.000202991607688632,-.843201930525682,-.284115525250758,.973038404650099,4.4,4.25,3,3,3.6,3,3.75,4.33333333333333,3.6,3.5,2.75,1,1,1,1
MOMBASA,1,1,0, , , , ,2, ,1,4,1, ,6, ,Carpenter,2,1, ,5,2,1, ,2, ,2, , ,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,No,.643426046596946,.422706700081778,.56196087550183,1.18191325341837,1.11553016933347,1.18028257000676,-.612037312690159,.577185264091859,.506224527215783,.446417376190822,7,5.5,7,7,7,7,7,7,7,7,7,1,0,1,1
MOMBASA,1,1,0, , , , ,2, ,1,2,4, , , ,Mason,1,2, ,1,2,2, ,2, ,1, ,2,5,5,6,3,4,5,5,5,3,5,3,3,2,4,4,4,3,4,3,5,6,5,4,5,5,6,5,4,5,3,5,4,5,7,5,5,3,6,4,5,4,5,3,4,3,3,5,5,"Yes, it gives construction workers",Lack of learning and training,There should be training available for t, ,.223604051685918,-1.12878374373636,.972081043795969,-.467629859130832,.284097714655584,-.774126537819714,-.206816128464729,.394561313349794,.182010298058204,.344031276416655,4.6,4.5,3,3.6,5,4.66666666666667,5.25,4.33333333333333,4.8,3.5,4,1,0,.714285714285714,1
MOMBASA,1,3,1,2020, , , , , ,1,3,4, ,6, ,Foreman,1,5,Institut,1,1,1,I,2, ,1, ,2,2,6,7,6,7,7,6,7,7,7,5,6,7, ,7,7,7,7,2,7,6,7,5,7,7,5,7,6,7, ,4,7,6,7,7,6,7,7,7,6,7,7,7,7,6,7,4,7,I strongly agree that accreditatio,The barrier of accreditation,The skilled should be provided with a ba,I like accreditation of a constructi,.582553858640354,.498500888431478,.5385049295914,.607348895777306,.844773408649373,.0394810805705854,1.07798719075293,-.165590875470692,.272782840792598,.303915308001174,6.6,6.75,6,6,6.4,6.4,6,6.66666666666667,6.8,7,6,0, ,.285714285714286,0
MOMBASA,1,1,0, , , , ,1,1,1,3,2, ,1, ,Steel Fixer,2,1, ,5,2,2, ,2, ,3, , ,7,1,1,1,1,1,6,6,6,6,1,6,1,1,5,5,1,1,1,1,6,6,1,1,6,6,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,5,1,1,2,2,"No, because I have not seen its im",Faithfulness to the officers,Being faithful when workers apply and ma, ,-.237519508972273,-.66159500385092,-1.30079450523947,-1.26424290530552,-1.11950065487159,-.534299487370662,1.06710201373977,.818155372252463,-.774450391723805,-.794536678660276,1,6,2.25,2.6,3,2.66666666666667,1,4.33333333333333,2,3,1.5,1,1,1,1
WEST POK,1,1,0, , , , ,1, ,1,3,2, ,3, ,FOREMAN,1,1, ,1,1,2,N,2, ,1, ,2,7,5,5,4,5,6,6,6,5,6,5,6,5,6,7,7,7,5,7,5,6,5,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,"yES, BECAUSE IT GIVES THE WORKERS",wORKERS MAY ADVENTURES AND EX,cONSTRUCTION WORKERS SHOULD BE MORE INTO, ,.45506651130886,.153250784667834,1.24693647768647,.984368201502036,.598183793919586,.534046076264697,.210391381802284,.0507739924279034,-.0970247957903616,-.49132622351008,5,5.75,5.5,6.6,5.6,6.5,7,7,6.2,6,6,1,1,1,1
NANDI,1,1,0, , , , ,1,1,1,7,1, ,1, ,PLUMBER,1,2, ,5,1,1,O,2, , , ,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,YES,LACK OF AWARENESS,MORE AWARENESS, ,.588745885091152,.315970700251427,.530177559976543,1.19439322382722,1.08273195697603,.977536432908731,.547146029229786,.428402185029759,.409601377795747,.404512099081348,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1
NANDI,1,1,0, , , , , , ,1,4,0, ,0, ,FOREMAN,2,1, ,5,2, , ,2, ,1, ,4,6,7,7,7,7,1,1,7,4,4,4,4,4,1,4,7,7,7, ,7,7,4,6,1,2,2,3,4,4,4,7,5,5,5,4,4,4,2,2,2,3,4,5, ,5,2,3,5,YES,IGNORANCE AND LACK OF KNOWLED,INCREASE AWARENESS, ,-.707164152320575,-.732538252052443,.796064669744962,.90565167348305,-.160228178756033,-.918585602361878,-.251904922454754,-.759799603894907,-.437764884670476,2.18217257041034,5.8,4,3.25,6.25,5,3.16666666666667,5.5,4,2.6,5,3.75,1, ,.857142857142857,1
NANDI,1,1,0, , , , , , ,1,4,0, ,0, ,STEEL FIXER,2,1, ,2,2, , ,2, ,2, ,1,6,7,4,1,1,2,1,7,4, ,1,4,5,6,7,7,7,7, ,4,5,6,7,5,6,7,7,7,7,7,7,6,5,4,4,5,6,7,6,5,6,7,6,5,6,7,6,7,"YES, REQUIRED BY OTHER SITES",MONEY AND TIME,REDUCTION OF APPLICATION FEES, ,-.153056422005858,.278950076215252,1.17981914855153,1.1571975379559,1.06092520159806,-.106878074612093,-.0227005370159514,.517024422217644,-2.0547348857342,-.141787912839138,3,4,4,7,5.4,6.83333333333333,5.5,5,6.2,5.5,6.5,1, ,.857142857142857,1
NANDI,1,1,0, , , , , , ,1,5,1, ,1, ,CARPENTER,2,1, ,3,1,1,O,2, ,1, ,3,6,7,4,7, ,7,5,3, ,2,7,7,7,4,1,7,7,7, ,5,6,6,7,7,6,7,6,7,6,5,5,4,4,3,4,5,6,7,6,5,6,4,2,3, ,1,3,5,"YES, REQUIRED IF NCA OFFICERS VISI",IGNORACE BY THE WORKERS TO AP,CREATE AWARENESS AND ADVOCATE CONSTRUCTI,APPLIED FOR THE CARD SEVERALLY BUT N,.338418187766948,-1.31684906242152,.230319668179988,1.08245583933157,-.933335968154045,1.81340431494571,-1.30656102674112,.841956030632066,.683684885203126,.364787481736395,6.25,3.33333333333333,6.25,5.5,6.2,6.16666666666667,4,5,5.6,2.5,3,1, ,.857142857142857,1
UASIN GI,1,2,1, , , , , , ,1,5,2, ,6, ,CARPENTER,2,1, ,3,1, ,N,2, ,1, ,2,6,5,5,5,3,3,5,5,5,3,1,1,1,1,5,5,5,5, ,5,5,3,5,3,4,5,5,4,4,4,5,5,5,5,5,5,5,7,6,4,4,4,4,4,4,3,4,4,"YES, ENHANCES RECOGNITION",NONE EXPERIENCED OTHER THAN T,REDUCE CHARGES OF ACCREDITATION OF CONST,N/A,.0743607278026634,-.386468149317033,.991209189317797,.208405824598768,-.109849470694754,-1.68400263390033,-.030603355279842,-.396256003924379,.245696789921136,.0856068981384192,4.2,4.5,1,5,4.2,4.33333333333333,5,5,5,4,3.75,1, ,.857142857142857,0
UASIN GI,1,1,0, , , , , , ,1,5,2, ,0, ,MASON,2,1, ,1,1, , ,2, ,2, ,2,6,1,1,1,4,4,4,2,2,4,1,3, ,4,5,5,5,6, ,3,2,4,5,5,5,6,5,4,4,7,6,6,7,7,4,4,4,5,5,6,6,6,6,7,5,6,6,7,YES,TIME,"ONLY FREE ON SUNDAY AND CLOSE AT 5PM, SI", ,-.393402704202234,.643056381197642,1.53025444506519,.515934662148452,1.20956563107817,-.710116184694715,-.958306058494506,-.226965623786794,-.518235134552332,-1.98273066372939,2.2,3,2.66666666666667,5.25,3.8,5.16666666666667,6.5,4,5.6,6.5,6,1, ,.857142857142857,1
UASIN GI,1,1,0, , , , , , ,1,6,1, ,1, ,MASON,2,1, ,4,2, , ,2, ,1, ,2,4,1,4,7,4,7,4,7,4,4,1,2,1,4,7,7,7,7, ,7,7,7,4,4,4,7,6,6,4,4,2,7,4,6,7,7,7,4,7,4,4,4,7,7,1,7,4,4,"YES, IT IS HIGHLY ADVANTAGIOUS WHE","TIME, ONLY FREE ON SUNDAY WHE",NCA OFFICERS TO VISIT SITES, ,.926606967677758,.718609302561757,-.0983467037370836,.947605641336877,-.213292304075422,-1.82000594000511,.122935368537554,.479538552545847,.889724216687197,-1.5235119812103,4.6,4.75,2,7,5.8,5.16666666666667,4.75,7,4.6,7,4,99, ,.571428571428571,1
UASIN GI,1,1,0, , , , , , ,1,5,3, ,1, ,MASON,2,1, ,2,1, ,N,2, ,1, ,2,5,7,7,3,1,7,1,7,7,6,1,6,6,6,7,6,1,1, ,7,7,1,7,6,7,4,3,6,4,4,7,7,7,7, ,7,7,7,6,5,7,4,4,4,2,2,7,7,"YES, SOME EMPLOYERS WANT TO SEE TH","LACK OF AWARENESS, HIGH FEES","CREATE MORE AWARENESS, REDUCE APPLICATIO",FOLLOW UP ON ACCREDITATION APPLIED I,.722063268626899,-.302529924890665,1.11949497612438,-.119087006182742,.167662442243415,.204869148236879,.994297776413991,-.658896363396736,-1.88775647054908,1.33146121536654,5,5.25,4.75,3.75,5.6,4.66666666666667,7,7,5.8,4,4.5,1, ,.714285714285714,1
UASIN GI,1,1,0, , , , , , ,1,4,2, ,6, ,CARPENTER,2,1, ,4,2, , ,2, ,2, ,2,5,4,4,5,4,3,4,3,3,3,4,4,3,3,4,4,4,4, ,5,5,4,4,4,3,3,3,4,4,4,5,5,4,4,4,5,5,5,5,4,6,4,4,4,5,3,4,4,"YES, PROMOTES RECOGNITION ACCROSS","TIME CONSTRAIN, NO ENOUGH TIM",NCA SHOULD ENHANCE MORE VISITS TO SITES,N/A,.334831717938173,-.297646892268799,.325261650587303,.0521040670425756,.104100648254689,.176792671461212,-1.05243726251205,-1.08849326970925,-.268543698599954,.263588568417605,4,3.25,3.5,4,4.4,3.5,4.5,4.66666666666667,4.8,4,4,1, ,.714285714285714,1
UASIN GI,1,1,0, , , , , , ,1,3,3, ,1, ,ELECTRICIAN,1,2, ,3,1,1,O,2, ,2, ,2,4,7,7,7,7,3,3,4,5,6,7,7,7,7,6,6,7,7, ,4,5,6,7,6,5,6,7,5,6,7,7,6,4,4,5,5,5,5,5,6,7,3,4,4,4,5,6,7,"YES, FOR RECOGNISION",IGNORANCE BY WORKERS,MORE AWARENESS, ,-.488009943612671,-.702863234211826,.367029195620409,1.51783615482988,.408636277046261,1.58184208359385,.0122994897646907,.116392624656961,-.683202836440406,1.19623851290147,6.2,4.5,7,6.5,5.6,6,5.25,5,5.2,4,5.5,99, ,.571428571428571,1
UASIN GI,1,1,0, , , , , , ,1,5,2, ,6, ,MASON,2,1, ,3,2, , ,2, ,2, ,2,5,5,5,5,4,4,4,5,5,5,4,3,3,3,5,5,4,4, ,6,6,4,4,4,5,4,4,5,5,4,5,5,4,4,5,5,4,4,5,4,5,4,4,4,4,4,4,4,"YES, FOR RECOGNISION AS A SKILLED",FEES CHARGED,INCREASE SENSITISATION, ,-.152477446607365,-.491106104176316,.449882645433993,.0359817205949723,.0129542395905126,-.282364537273777,.115975110905251,-.110495394348325,-.446088734094892,.717291015175889,4.6,4.75,3.25,4.5,4.8,4.5,4.5,4.66666666666667,4.4,4,4,1, ,.714285714285714,1
UASIN GI,1,1,0, , , , , , ,1,1,2, ,0, ,MASON,2,1, ,1,2, , ,2, ,2, ,1,7,4,5,7,4,7,4,5,4,4,5,5,6,4,7,7,4,5, ,7,7,7,7,7,7,7,6,7,6,6,7,6,6,7,7,6,7,4,5,4,6,4,5,7,6,7,7,6,"YES, IT GIVES RECOGNISION", ,ADVERTISEMENT,BY BEING ACCREDITED BY NCA CAN HELP,.457451147765533,-.343474898693398,.744204194040324,.233339651195538,.971756409048348,.102628274708441,-.540143147433291,1.35558549873537,.359975288147754,-.146420628779772,5.4,4.25,5,5.75,7,6.5,6.5,6.66666666666667,4.6,6,6.5,1, ,1,1
UASIN GI,1,1,0, , , , , , ,1,3,1, ,6, ,STEEL FIXER,2,1, ,1,2, , ,2, ,2, ,2,7,7,6,6,6,7,7,6,7,6,5,4,5,6,7,5,7,5, ,4,5,6,5,6,7,7,7,6,5,6,7,6,7,6,7,6,5,6,7,5,6,7,5,6,7,6,6,7,"YES, BECAUSE WHEN YOU GO SOMEWHERE",FEES,ADVERTS,ACCREDITATION IS BERY IMPORTANT BECA,.0951304220802884,-.0667394524160228,.747561508551663,.539203745619194,1.14334609417473,.0534217398463093,.76123440845296,-.0822834344620156,.706191413581931,.180192802925701,6.4,6.5,5,6,5.2,6.33333333333333,6.5,6,6.2,5.5,6.5,1, ,1,1
UASIN GI,1,1,0, , , , , , ,1,9,2, ,5, ,STEEL FIXER,2,1, ,2,2, , ,2, ,2, ,2,7,5,6,7,5,6,7,7,7,7,7,6,6,7,7,5,5,5, ,4,4,5,5,6,6,6,6,7,7,7,4,4,5,6,1,4,4,4,4,4,5,6,7,7,7,6,6,6,"YES, BECAUSE IT HELPS IN IDENTIFIC",BENEFITS,THROUGH ADVERTS,APPRECIATING THE WORK OF THE NCA IN,-1.66682429491451,.0789161524569296,.338870688557169,.28793732044097,1.1850765343031,1.15602068639656,.738174689903862,.730268041693401,.665056851658773,.0678679798694658,5.8,7,6.5,5.5,4.8,6.5,4.75,3,4.6,7,6.25,1, ,1,1
UASIN GI,1,1,0, , , , , , ,1,3,2, ,6, ,CARPENTER,2,1, ,4,2, , ,2, ,2, ,2,7,6,7,6,7,5,5,5,5,6,7,6,6,6,7,4,4,4, ,4,4,4,5,5,4,5,7,7,7,5,6,6,6,7,5,6,6,7,7,7,6,6,7,6,7,6,7,6,"YES, BECAUSE IT ACTS AS A PROTECTI","TIME FACTOR, MOST OF THE TIME",SITE VISITS TO ENCOURAGE PEOLE TO HAVE I,IT IS IMOPORTANT TO HAVE AN NCA CARD,-.171772313509731,.839388072310007,.759910328610693,-.131762729621461,1.26193470003057,1.25267737223406,-.0501558176980572,-1.14292636890216,.529721821117611,.181663375452521,6.2,5.25,6.25,4.75,4.4,5.83333333333333,6.25,5.66666666666667,6.6,6.5,6.5,1, ,1,1
UASIN GI,1,1,0, , , , , , ,1,2,2, ,0, ,CARPENTER,2,1, ,1,2, , ,2, ,1, ,1,6,4,5,6,5,5,7,7,7,7,7,6,5,5,6,6,6,7, ,4,5,6,7,5,6,7,6,5,6,4,5,6,7,7,5,5,5,6,6,6,6,6,5,5,5,6,7,7,yES THEY CAN HELP YOU,THERE IS NO TIME,PUBLICITY, ,-.339595387711154,-.373607672968163,.799022019495503,.80048162095077,.991008524432754,.335377433217443,1.15581059302935,.297900303255508,.324843888611463,-.563384172744882,5,7,5.75,6.25,5.4,5.66666666666667,6.25,5,6,5,6.25,1, ,.857142857142857,1
UASIN GI,1,1,0, , , , , , ,1,6,4, ,5, ,MASON,1,2, ,2,2, ,N,2, ,4, ,4,6,6,5,7,4,6,3,7,7,4,2,1,2,2,2,7,2,6, ,6,7,6,6,6,6,6,5,5,4,2,6,6,4,7,6,6,7,7,7,5,4,5,2,7,4,2,4,4,YES,IGNORANCE AND LACK OF PROPER,CONSTRUCTION WOKRERS AND SITE SUPERVISOR,N/A,.911910742827754,-.150657112612374,.33035193488084,-.273018101121942,-.455532532663724,-1.75629612717565,.449376262316351,.7643261123345,.767616343044368,.341747384117069,5.6,5.25,1.75,4.25,6.2,4.66666666666667,5.75,6.33333333333333,5.6,4.5,3.5,1, ,.857142857142857,1
UASIN GI,1,1,0, , , , , , ,1,4,2, ,6, ,MASON, ,1, ,2,2, , ,2, ,2, ,2,7,4,5,6,4,5,7,7,7,7,7,6,5,4,4,6,7,7, ,5,6,5,6,7,5,6,7,5,6,7,5,6,7,6,4,5,5,5,6,6,7,7,6,5,6,7,6,5,"YES, BECAUSE YOU CAN SUPERVISE AT",TIME BECAUSE WE ARE AT WORK F,NCA PEOPLE TO BE WALKING IN SITES AND EN,NCA IS GOOD BECAUSE IT FAVOURS CONST,-.296137526121099,-.221252767265743,.894544829128232,.725138203392925,.972990252600194,.593663719325822,.97670362984995,.305121781146776,-.166993390535805,-.426632194450501,4.8,7,5.5,6,5.8,6,6,4.66666666666667,6.2,5.5,6,1, ,1,1
UASIN GI,1,1,0, , , , , , ,1,3,6, ,1, ,MASON,1,3, ,1,2, , ,2, ,1, ,1,5,6,6,6,6,4,4,6,6,6,4,6,4,4,5,6,5,5, ,4,5,4,4,4,5,4,3,4,4,4,5,5,4,6,6,4,5,5,5,4,4,4,4,4,4,4,5,4,YES IT SHOWS ONES QUALIFICATION,ILLITERACY,ALOT OF PUBLIC AWARENESS AND TRAININGS,N/A,-.399501934491465,-.724221933678268,.513025241913434,.301299915511735,.0616096819755402,-.124746596130136,.792827958524276,-.614923306275304,.151825933815202,.988918951661825,5.6,5.5,4.5,5.25,4.2,4,5,5,4.4,4,4.25,1, ,.714285714285714,1
UASIN GI,1,1,0, , , , , , ,2,5,0, ,1, ,MASON,2,1, ,2,2, , ,2, ,2, ,1,4,5,3,7,4,5,6,7,4,5,3,3,2,3,6,6,6,6, ,5,5,3,3,4,6,4,4,4,4,4,4,5,4,4,4,5,6,5,6,4,4,4,6,6,6,5,5,5,YES HELPS PEOPLE TO BE ACCOUNTABLE,"LACK OF KNOWLEDGE, IGNORANCE",MORE SITE VISITS,N/A,-.465320836170056,.460498288073361,-.00789351675703685,.438688293959297,.528354972368235,-1.00249050340872,.42432726421772,-.345476716954171,.474212469526649,-.0859509699061672,4.8,5.5,2.75,6,4,4.33333333333333,4.25,5,4.6,6,5.25,99, ,.571428571428571,1
UASIN GI,1,1,0, , , , , , ,1,3,6, ,4, ,MASON,2,1, ,2,1,1,V,2, ,2, ,4,6,6,7,5,6,6,6,6,6,4,3,3,2,2,3,4,5,4, ,7,6,7,6,5,6,6,4,6,4,4,6,6,5,5,7,6,7,6,6,7,6,5,7,5,6,5,6,7,YES,TIMELINES,REDUCING ACCREDITATION FEES,N/A,1.27944222357056,.343864665327722,.0885901178440943,-.643494263899659,.985104762283529,-.994094049095172,-.0966978117867937,-.0961975149498881,.433265343349526,.671024512250424,6,5.5,2.5,4,6.2,5,5.5,6.66666666666667,6,6,6,1, ,.857142857142857,1
UASIN GI,1,3,1,2022, , , , , ,1,3,3, ,7, ,CARPENTER,1,2, ,3,1, ,H,2, ,2, ,3,7,7,5, ,4,7,3,3,3,4,4,6,1, ,6,7,7,7, ,7,6,7,5,7,7,4,4,6,4,4,4,7,7,6,7,7,7,7,7,6,7,7,7,7,4,4,4,4,"YES, ACCREDITATION MAKES SURE THAT",SOME CONSTRUCTION WORKERS MAY,"REDUCE RENEWA/REGISTRATION FEES, ENCOURA",N/A,1.48349798965654,.940242023873665,.606679017986983,.494513846903546,-.269520978873013,-.483415476378332,-1.32303641534586,-.227870466592018,.103276836284036,.322067200240941,5.75,3.25,3.66666666666667,6.75,6.4,4.83333333333333,6,7,6.8,7,4,1, ,1,0
UASIN GI,1,2,1,2020, , , , , ,1,7,1, ,1, ,MASON,2,1, ,5,2, , ,2, ,2, ,2,6,4,4,7, , ,4,1,1,1,1,1,1,1,7,7,7,7, ,4,3,4,4,1,5,4,4,4,4,3,4,1,1,1,1,7,7,7,5,5,5,5,4,7,1,3,1,4,NOT REALLY,THE APPLICATION FEE IS TOO HI,APPLICATION FEE TO BE REDUCED,FOLLOW UP ON APPLIED CARDS ON CITIES,.0855183601456743,.806771654155288,-.690148007431719,1.31286321623911,-1.05932667287588,-1.12339225529962,-2.33169269565789,-.72805385907452,1.27198664512247,.0216848911806422,5,1.75,1,7,3.2,4,1.75,5,5.4,5.5,2.25,1, ,.857142857142857,0
UASIN GI,2, ,1, ,2,1,2023, , ,1,3,4, ,2, , ,1,2, ,2,1, , ,2, ,2, ,2,7,7,6,7,6,7,6,7,6,7,5,4,5,6,7,5,6,7, ,4,5,5,6,7,6,6,6,5,5,5,7,7,7,6,5,5,5,5,6,6,6,7,7,7,7,7,7,7,YES BECAUSE WHEN YOU HAVE AN NA CA,GETTING A JOB IS HARD,BY CHANGING THE NCA MANAGEMENT,NCA WORK IS PERFECT BECAUSE THEY VIS,-.455861116471988,.47003451973282,.38207357460325,.721793606343108,1.53003368899804,-.226432559029411,.869233555684464,.0370606386264622,.55667011420599,.372193755183979,6.6,6.5,5,6.25,5.4,5.5,6.75,5,6,7,7,1, ,1,0
UASIN GI,2, ,1, ,2,1,2023, , ,1,3,4, ,5, ,CARPENTER,2,1, ,2,2, , ,2, ,2, ,2,7,4,5,6,7,7,7,7,7,7,6,5,5,5,5,5,5,7, ,7,7,7,7,6,6,6,6,6,6,7,5,5,7,7,4,5,6,7,7,6,6,6,6,7,7,7,5,5,"YES, BECAUSE SOME PLACES THEY DONT",ITS ALL ABOUT CONNECTIONS,FAIRNESS,IF THERE IS WORK NCA SHOULD CALL PEO,.307279041495174,-.0156642201073159,.764401981689449,.242700854879224,.960833908781614,.24884820639815,.483178063657548,.607509810848179,.646317986831516,-.302911414246772,5.8,7,5.25,5.5,6.8,6.16666666666667,6,5,6.4,6.5,6,1, ,1,0
